posted,neighborhood,post title,number bedrooms,sqft,URL,price,neighborhood_simplified
2022-03-02 10:02:00,(Gastown Downtown Vancouver City Of Vancouver,Short-term fully furnished top floor renovated Gastown condo for rent,1.0,650.0,https://vancouver.craigslist.org/van/apa/d/vancouver-short-term-fully-furnished/7452886412.html,3450,Vancouver
2022-03-02 10:02:00,(Surrey Delta,Nice Fraser Heights basement + 2nd floor house 6 Bedroom 3.5 Bathroom,6.0,3759.0,https://vancouver.craigslist.org/rds/apa/d/surrey-northeast-nice-fraser-heights/7448954714.html,3050,Surrey
2022-03-02 10:02:00,(Surrey Delta,Cozy 1 bed /1 bath new High Rise Apartment,1.0,474.0,https://vancouver.craigslist.org/rds/apa/d/surrey-cozy-bed-bath-new-high-rise/7440597848.html,1600,Surrey
2022-03-02 10:00:00,(Gastown Downtown Vancouver City Of Vancouver,Top Floor Fully Furnished 1 bdrm Gastown Condo for monthly rent,1.0,700.0,https://vancouver.craigslist.org/van/apa/d/vancouver-top-floor-fully-furnished/7452885409.html,3550,Vancouver
2022-03-02 10:00:00,(Richmond Richmond,Cozy 2 Bed+ Den+ 2 Bath Apartment @ River Green Living Semi-furnished,2.0,1260.0,https://vancouver.craigslist.org/rch/apa/d/richmond-cozy-bed-den-bath-apartment/7440875083.html,3400,Richmond
2022-03-02 10:00:00,(Yaletown - Vancouver City Of Vancouver,Unfurnished View 2 Bedroom Suite for Rent at Yaletown Park in Yaletown,2.0,726.0,https://vancouver.craigslist.org/van/apa/d/vancouver-unfurnished-view-bedroom/7452885284.html,2800,Vancouver
2022-03-02 10:00:00,(Vancouver City Of Vancouver,Spacious 1 Bedroom Unit with Park View in the concrete building,1.0,593.0,https://vancouver.craigslist.org/van/apa/d/vancouver-spacious-bedroom-unit-with/7440558135.html,2400,Vancouver
2022-03-02 10:00:00,(Downtown City Of Vancouver,Amazing 2 Bed + Den + 2 Bath Furnished Home @ Shangri-La,2.0,1396.0,https://vancouver.craigslist.org/van/apa/d/vancouver-amazing-bed-den-bath/7446398162.html,6500,Vancouver
2022-03-02 09:59:00,(Langley Delta,Brand New 2 Beds + 2.5 Baths Willowbrook Townhouse,2.0,1410.0,https://vancouver.craigslist.org/rds/apa/d/langley-brand-new-beds-25-baths/7440132024.html,2680,Langley
2022-03-02 09:58:00,(Burnaby Burnaby,Cozy 2 Beds + 2 Baths Furnished with Beautiful View,2.0,832.0,https://vancouver.craigslist.org/bnc/apa/d/burnaby-cozy-beds-baths-furnished-with/7449521744.html,2500,Burnaby
2022-03-02 09:58:00,(Coquitlam Tricities,Sherwood apartments available March 1,1.0,600.0,https://vancouver.craigslist.org/pml/apa/d/coquitlam-north-sherwood-apartments/7440049244.html,1500,Coquitlam
2022-03-02 09:58:00,(Downtown Core Of New Westminster Burnaby,2BR SUITE AVAILABLE AT ELLIOT MANOR!,2.0,,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-2br-suite-available-at/7440423837.html,1900,New Westminster
2022-03-02 09:58:00,"(Vancouver, Bc City Of Vancouver",BACHELOR AVAILABLE  AT SANTA ROSA LOCATED IN MT. PLEASANT,1.0,,https://vancouver.craigslist.org/van/apa/d/vancouver-bachelor-available-at-santa/7446110620.html,1250,Vancouver
2022-03-02 09:57:00,"(Coquitlam, Bc Tricities",UPDATED & BEAUTIFUL 2 BEDROOM AVAILABLE AT MARYON MANOR!,2.0,,https://vancouver.craigslist.org/pml/apa/d/coquitlam-updated-beautiful-bedroom/7446989797.html,2000,Coquitlam
2022-03-02 09:57:00,"(Coquitlam, Bc Tricities",NEWLY RENOVATED 1 BEDROOM AVAILABLE AT MARYON MANOR! (Blue Mountain),,,https://vancouver.craigslist.org/pml/apa/d/coquitlam-newly-renovated-bedroom/7440429161.html,1550,Coquitlam
2022-03-02 09:56:00,(Metrtown,"2 BR, 2 BATH higher floor apartment at Luma (Metrtown/Highgate)",2.0,829.0,https://vancouver.craigslist.org/bnc/apa/d/burnaby-br-bath-higher-floor-apartment/7452883077.html,2500,
2022-03-02 09:56:00,(Vancouver City Of Vancouver,2 BEDROOM CONDO,2.0,750.0,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-condo/7452882924.html,2800,Vancouver
2022-03-02 09:56:00,(Vancouver East- Kingsway,"Large 1BR apartment, 1 pet allowed under 20 lbs",1.0,628.0,https://vancouver.craigslist.org/van/apa/d/vancouver-large-1br-apartment-pet/7452882871.html,1700,Vancouver
